fund_code,fund_name,fund_type
005957,华夏聚丰混合(FOF)A,FOF
005958,华夏聚丰混合(FOF)C,FOF
005959,财通新视野灵活配置混合C,混合型
005960,博时量化价值股票A,股票型
005961,博时量化价值股票C,股票型
005962,宝盈人工智能股票A,股票型
005963,宝盈人工智能股票C,股票型
005964,中欧安财定开债发起式,债券型
005965,安信中证500指数增强A,指数型
005966,安信中证500指数增强C,指数型
005967,鹏华创新驱动混合A,混合型
005968,创金合信工业周期股票A,股票型
005969,创金合信工业周期股票C,股票型
005970,国泰消费优选股票,股票型
005971,平安惠锦纯债A,债券型
005972,交银裕如纯债债券A,债券型
005973,交银裕如纯债债券C,债券型
005974,东方红配置精选混合A,混合型
005975,东方红配置精选混合C,混合型
005976,长信稳进资产配置(FOF),FOF
005977,中信保诚至兴混合A,混合型
005978,中信保诚至兴混合C,混合型
005979,南方合顺多资产(FOF)A,FOF
005980,南方合顺多资产(FOF)C,FOF
005983,摩根核心精选股票A,股票型
005984,兴业聚华混合A,混合型
005985,兴业聚华混合C,混合型
005988,兴业纯债6个月定开债A,债券型
005989,兴业纯债6个月定开债C,债券型
005990,申万菱信安泰惠利纯债C,债券型
005991,长信利丰债券A,债券型
005992,光大超短债债券A,债券型
005993,光大超短债债券C,债券型
005994,国投瑞银中证500指数量化增强A,指数型
005995,国投瑞银顺泓债券,债券型
005996,国投瑞银顺昌纯债债券A,债券型
005997,天弘裕利灵活配置混合C,混合型
005998,嘉实深证基本面120联接C,指数型
005999,嘉实中证金融地产ETF联接C,指数型
006002,工银医药健康股票A,股票型
006003,工银医药健康股票C,股票型
006004,工银添祥一年定开债券,债券型
006005,诺安鼎利混合A,混合型
006006,诺安鼎利混合C,混合型
006007,诺安积极配置混合A,混合型
006008,诺安积极配置混合C,混合型
006009,国融融银灵活配置混合A,混合型
006010,国融融银灵活配置混合C,混合型
006011,中信保诚稳鸿A,债券型
006012,中信保诚稳鸿C,债券型
006013,易方达鑫转招利混合A,混合型
006014,易方达鑫转招利混合C,混合型
006015,华安信用四季红债券C,债券型
006016,平安惠安债券,债券型
006020,广发沪深300指数增强A,指数型
006021,广发沪深300指数增强C,指数型
006022,富国大盘价值量化精选混合A,混合型
006023,宝盈聚丰两年定开债券A,债券型
006024,宝盈聚丰两年定开债券C,债券型
006025,诺安优化配置混合A,混合型
006026,东吴鼎泰纯债债券A,债券型
006027,国投瑞银顺祥债券,债券型
006029,鹏华尊享定开债发起式,债券型
006030,南方昌元可转债债券A,债券型
006031,南方昌元可转债债券C,债券型
006032,创金合信汇泽三个月定开债券A,债券型
006033,创金合信汇泽三个月定开债券C,债券型
006034,富国MSCI中国A股国际通指数增强A,指数型
006035,国联恒惠纯债A,债券型
006036,国联恒惠纯债C,债券型
006037,国泰瑞和纯债债券A,债券型
006038,大成景恒混合C,混合型
006039,国富估值优势混合A,混合型
006042,摩根尚睿混合(FOF)A,FOF
006043,永赢惠益债券A,债券型
006044,永赢惠益债券C,债券型
006045,长城久瑞三个月定开债发起式,债券型
006047,长信稳健纯债债券E,债券型
006048,长城中证500指数增强A,指数型
006049,恒越研究精选混合A/B,混合型
006050,恒越研究精选混合A/B(后端),混合型
006051,鹏扬核心价值灵活配置A,混合型
006052,鹏扬核心价值灵活配置C,混合型
006053,中航瑞景3个月定开A,债券型
006054,中航瑞景3个月定开C,债券型
006055,鹏扬淳合债券A,债券型
006057,鹏华丰和债券(LOF)C,债券型
006058,民生加银新兴成长混合,混合型
006059,鹏扬泓利债券A,债券型
006060,鹏扬泓利债券C,债券型
006061,红土创新增强收益债券A,债券型
006064,红土创新增强收益债券C,债券型
006065,景顺长城景泰稳利定开债C,债券型
006066,中加颐睿纯债债券A,债券型
006067,中加颐睿纯债债券C,债券型
006068,中加颐信纯债债券A,债券型
006069,中加颐信纯债债券C,债券型
006070,银河沃丰债券A,债券型
006071,银河睿嘉债券A,债券型
006072,民生加银创新成长混合A,混合型
006073,人保鑫瑞中短债债券A,债券型
006074,人保鑫瑞中短债债券C,债券型
006075,博时标普500ETF联接C,指数型
006076,创金合信恒利超短债债券A,债券型
006077,创金合信恒利超短债债券C,债券型
006080,海富通电子传媒股票C,股票型
006081,海富通电子传媒股票A,股票型
006082,鑫元全利一年定开债A,债券型
006083,鑫元全利一年定开债C,债券型
006085,万家新机遇价值驱动C,混合型
006086,银河睿丰定开债券,债券型
006087,华泰柏瑞中证500ETF联接C,指数型
006088,永赢润益债券A,债券型
006089,永赢润益债券C,债券型
006092,永赢荣益债券A,债券型
006093,永赢荣益债券C,债券型
006094,永赢泰益债券A,债券型
006095,永赢泰益债券C,债券型
006096,中金浙金6个月定开债,债券型
006097,平安高等级债A,债券型
006098,华宝券商ETF联接A,指数型
006099,宏利泽利3个月定开债券发起式,债券型
006100,平安优势产业混合A,混合型
006101,平安优势产业混合C,混合型
006102,浙商丰利增强债券,债券型
006104,华泰柏瑞量化智慧混合C,混合型
006105,宏利印度股票(QDII)A,QDII
006106,景顺长城量化港股通股票A,股票型
006107,招商添利6个月定开债发起式A,债券型
006108,招商添利6个月定开债发起式C,债券型
006109,富荣价值精选混合A,混合型
006110,富荣价值精选混合C,混合型
006111,泰康弘实3月定开混合,混合型
006112,易方达恒惠定开债,债券型
006113,汇添富创新医药混合A,混合型
006114,人保鑫利债券A,债券型
006115,人保鑫利债券C,债券型
006116,国泰丰祺纯债债券A,债券型
006120,国联聚明定期开放债券,债券型
006121,华安双核驱动混合A,混合型
006122,华安低碳生活混合A,混合型
006123,国联高股息混合A,混合型
006124,国联高股息混合C,混合型
006127,华宝港股通标普香港上市中国中小盘指数(LOF)C,指数型
006128,银河和美生活混合A,混合型
006131,华泰柏瑞沪深300ETF联接C,指数型
006132,万家智造优势混合A,混合型
006133,万家智造优势混合C,混合型
006134,富国金融债债券型,债券型
006135,长江乐鑫定开债,债券型
006136,广发估值优势混合A,混合型
006137,广发汇立定期开放债券,债券型
006138,国联安价值优选股票,股票型
006140,广发集嘉债券A,债券型
006141,广发集嘉债券C,债券型
006142,鑫元淳利定期开放债券,债券型
006145,前海开源鼎欣债券A,债券型
006146,前海开源鼎欣债券C,债券型
006147,宝盈融源可转债债券A,债券型
006148,宝盈融源可转债债券C,债券型
006149,南方赢元债券A,债券型
006150,招商添利两年债券,债券型
006151,南方交元债券A,债券型
006152,国联安增鑫纯债A,债券型
006153,国联安增鑫纯债C,债券型
006154,华安制造先锋混合A,混合型
006158,博时荣享回报混合A,混合型
006159,博时荣享回报混合C,混合型
006160,博道启航混合A,混合型
006161,博道启航混合C,混合型
006162,财通资管积极收益债券E,债券型
006163,融通增辉定开债券发起式,债券型
006165,建信中证1000指数增强A,指数型
006166,建信中证1000指数增强C,指数型
006167,德邦乐享生活混合A,混合型
006168,德邦乐享生活混合C,混合型
006169,工银瑞福纯债债券A,债券型
006170,工银瑞福纯债债券C,债券型
006171,鹏扬淳利债券A,债券型
006172,万家鑫悦纯债A,债券型
006173,万家鑫悦纯债C,债券型
006174,长信稳裕三个月定开债,债券型
006175,万家聚利混合A,混合型
006176,万家聚利混合C,混合型
006177,中信保诚稳达A,债券型
006178,中信保诚稳达C,债券型
006179,富国品质生活混合A,混合型
006180,中加颐合纯债债券A,债券型
006181,格林伯锐灵活配置A,混合型
006182,格林伯锐灵活配置C,混合型
006183,南方泽元债券A,债券型
006184,格林泓鑫纯债A,债券型
006185,格林泓鑫纯债C,债券型
006186,永赢盈益债券A,债券型
006187,永赢盈益债券C,债券型
006188,华泰保兴尊颐定开,债券型
006190,前海开源裕瑞混合C,混合型
006191,华夏鼎通债券A,债券型
006192,华夏鼎通债券C,债券型
006195,国金量化多因子股票A,股票型
006196,华夏中证央企ETF联接A,指数型
006197,华夏中证央企ETF联接C,指数型
006202,交银核心资产混合A,混合型
006206,融通增悦债券,债券型
006207,泰康裕泰债券A,债券型
006208,泰康裕泰债券C,债券型
006209,中信保诚新蓝筹混合,混合型
006210,东方臻宝纯债债券A,债券型
006211,东方臻宝纯债债券C,债券型
006212,东方臻选纯债债券A,债券型
006213,东方臻选纯债债券C,债券型
006214,平安500ETF联接A,指数型
006215,平安500ETF联接C,指数型
006216,前海开源价值成长混合A,混合型
006217,前海开源价值成长混合C,混合型
006218,富国生物医药科技混合A,混合型
006219,海富通鼎丰定开债券,债券型
006220,工银上证50ETF联接A,指数型
006221,工银上证50ETF联接C,指数型
006222,平安惠兴债券,债券型
006223,交银创新成长混合,混合型
006224,中银中债3-5年期农发行债券指数A,指数型
006227,华宝科技先锋混合A,混合型
006228,中欧医疗创新股票A,股票型
006229,中欧医疗创新股票C,股票型
006230,鹏华研究驱动混合,混合型
006231,国融融君混合A,混合型
006232,国融融君混合C,混合型
006233,万家汽车新趋势混合A,混合型
006234,万家汽车新趋势混合C,混合型
006235,东方城镇消费主题混合A,混合型
006237,永赢嘉益债券,债券型
006240,国联医疗健康混合A,混合型
006241,国联医疗健康混合C,混合型
006242,宝盈盈润纯债债券A,债券型
006243,中银双息回报混合A,混合型
006245,嘉实养老2030混合(FOF)A,FOF
006248,华夏创业板ETF联接A,指数型
006249,华夏创业板ETF联接C,指数型
006250,摩根动力精选混合A,混合型
006251,银华兴盛股票A,股票型
006252,永赢消费主题A,混合型
006253,永赢消费主题C,混合型
006254,长城久悦债券A,债券型
006257,信澳先进智造股票型A,股票型
006258,富国丰泰债券C,债券型
006259,汇添富红利增长混合A,混合型
006260,汇添富红利增长混合C,混合型
006263,易方达香港小型股指数C,指数型
006264,平安惠轩纯债A,债券型
006265,红土创新新科技股票A,股票型
006266,永赢智能领先混合A,混合型
006267,诺德量化核心A,混合型
006268,诺德量化核心C,混合型
006269,永赢智能领先混合C,混合型
006270,汇安核心成长混合A,混合型
006271,汇安核心成长混合C,混合型
006274,圆信永丰医药健康A,混合型
006275,永赢聚益债券A,债券型
006276,永赢聚益债券C,债券型
006281,万家人工智能混合A,混合型
006282,摩根欧洲动力策略股票(QDII)A,QDII
006283,鹏华美国房地产美元现汇,QDII
006284,浙商兴永三个月定开债发起式,债券型
006285,鹏华全球中短债(QDII)美元现汇A,QDII
006286,华泰MSCI中国A股联接A,指数型
006287,永赢盛益债券A,债券型
006288,永赢盛益债券C,债券型
006289,华夏养老2040三年持有混合(FOF)A,FOF
006290,南方养老2035三年持有混合(FOF)A,FOF
006291,南方养老2035三年持有混合(FOF)C,FOF
006292,易方达汇诚养老2043三年持有混合(FOF)A,FOF
006293,华泰MSCI中国A股联接C,指数型
006294,万家稳健养老三年持有混合(FOF)A,FOF
006295,工银养老2035三年持有A,FOF
006296,鹏华养老2035三年持有混合(FOF)A,FOF
006297,富国鑫旺稳健养老目标一年持有期混合(FOF)A,FOF
006298,广发稳健养老目标一年持有混合(FOF)A,FOF
006299,恒越核心精选混合A,混合型
006300,华宝宝丰高等级债券A,债券型
006301,华宝宝丰高等级债券C,债券型
006302,银华行业轮动混合,混合型
006303,中银安康稳健养老目标一年持有混合(FOF)A,FOF
006304,中加颐鑫纯债债券A,债券型
006305,银华尊和养老2035混合(FOF)A,FOF
006306,宏利泰和平衡养老目标三年持有混合(FOF)A,FOF
006307,嘉实养老2040混合(FOF)A,FOF
006308,汇添富全球消费混合(QDII)人民币A,QDII
006309,汇添富全球消费混合(QDII)人民币C,QDII
006310,汇添富全球消费混合(QDII)美元现汇,QDII
006313,恒越核心精选混合A(后端),混合型
006314,国联策略优选混合A,混合型
006315,国联策略优选混合C,混合型
006316,平安惠诚纯债A,债券型
006319,易方达安瑞短债A,债券型
006320,易方达安瑞短债C,债券型
006321,中欧预见养老2035(FOF)A,FOF
006322,中欧预见养老2035(FOF)C,FOF
006323,合煦智远嘉选混合A,混合型
006324,合煦智远嘉选混合C,混合型
006325,招商添荣3个月定开债A,债券型
006326,招商添荣3个月定开债C,债券型
006327,易方达中证海外互联网50ETF联接(QDII)A,指数型
006328,易方达中证海外互联网50ETF联接(QDII)C,指数型
006329,易方达中证海外互联网50ETF联接(QDII)(美元现汇)A,指数型
006330,易方达中证海外互联网50ETF联接(QDII)(美元现汇)C,指数型
006331,中银国有企业债C,债券型
006332,招商金鸿债券A,债券型
006333,招商金鸿债券C,债券型
006336,泓德量化精选混合,混合型
006337,华安安浦债券A,债券型
006338,华安安浦债券C,债券型
006340,国泰民安增益纯债C,债券型
006341,中金MSCI质量A,指数型
006342,中金MSCI质量C,指数型
006345,景顺长城集英两年定开混合,混合型
006348,银华盛利混合发起式A,混合型
006353,东方红核心优选定开混合A,混合型
006355,华宝港股通恒生中国(香港上市)30ETF联接(LOF)C,指数型
006360,财通资管鸿益中短债债券A,债券型
006361,财通资管鸿益中短债债券C,债券型
006363,建信深证基本面60ETF联接C,指数型
006364,招商丰韵混合A,混合型
006365,招商丰韵混合C,混合型
006366,兴业安保优选混合A,混合型
006367,交银裕祥纯债债券A,债券型
006368,交银裕祥纯债债券C,债券型
006369,弘毅远方国企转型升级混合A,混合型
006370,国富大中华精选混合美元,QDII
006371,长安鑫盈混合A,混合型
006372,长安鑫盈混合C,混合型
006373,国富全球科技互联混合(QDII)人民币A,QDII
006374,国富全球科技互联混合(QDII)美元现汇A,QDII
006377,广发趋势动力混合A,混合型
006378,广发汇宏6个月定开债,债券型
006381,华夏恒生ETF联接C,指数型
006382,华夏中证500ETF联接C,指数型
006383,招商添盈纯债A,债券型
006384,招商添盈纯债C,债券型
006385,华泰保兴研究智选A,混合型
006386,华泰保兴研究智选C,混合型
006387,宝盈安泰短债债券A,债券型
006388,宝盈安泰短债债券C,债券型
006389,金鹰添祥中短债A,债券型
006390,金鹰添祥中短债C,债券型
006392,中信保诚创新成长混合A,混合型
006393,招商添德3个月定开债A,债券型
006394,招商添德3个月定开债C,债券型
006395,华夏上证50AH优选指数C,指数型
006396,长信双利优选混合E,混合型
006397,长信内需成长混合E,混合型
006398,宝盈祥颐定期开放混合A,混合型
006399,宝盈祥颐定期开放混合C,混合型
006401,先锋量化优选混合A,混合型
006402,先锋量化优选混合C,混合型
006403,银河睿嘉债券C,债券型
006404,浦银安盛盛融定开债券,债券型
006405,华富恒盛纯债债券A,债券型
006406,华富恒盛纯债债券C,债券型
006408,汇添富消费升级混合A,混合型
006409,富国中债-1-3年国开行债券指数A,指数型
006410,富国中债-1-3年国开行债券指数C,指数型
006411,中加颐智纯债债券,债券型
006412,平安合锦定开债,债券型
006415,银华中短政策金融债定开债,债券型
006416,方正富邦丰利债券A,债券型
006417,方正富邦丰利债券C,债券型
006421,中银弘享债券A,债券型
006422,嘉合磐稳纯债A,债券型
006423,嘉合磐稳纯债C,债券型
006424,嘉合锦程混合A,混合型
006425,嘉合锦程混合C,混合型
006426,汇添富全球移动互联混合(QDII)美元现汇,QDII
006427,招商添悦纯债A,债券型
006428,招商添悦纯债C,债券型
006429,诺安恒鑫混合,混合型
006430,凯石澜龙头经济一年持有混合,混合型
006431,汇安鼎利纯债A,债券型
006432,汇安鼎利纯债C,债券型
006433,平安鑫利混合C,混合型
006434,鹏华中短债3个月定开债券A,债券型
006435,景顺长城创新成长混合,混合型
006436,浦银安盛中短债A,债券型
006437,浦银安盛中短债C,债券型
006438,博时央调ETF联接A,指数型
006439,博时央调ETF联接C,指数型
006440,中信建投中证500增强A,指数型
006441,中信建投中证500增强C,指数型
006443,永赢裕益债券A,债券型
006444,永赢裕益债券C,债券型
006445,华夏海外聚享混合发起式(QDII-FOF)A人民币,QDII
006446,华夏海外聚享混合发起式(QDII-FOF)A美元现汇,QDII
006447,华夏海外聚享混合发起式(QDII-FOF)A美元现钞,QDII
006448,华夏海外聚享混合发起式(QDII-FOF)C人民币,QDII
006449,浙商汇金量化精选混合A,混合型
006450,嘉实致盈债券A,债券型
006451,华富中证5年恒定久期国开债指数A,指数型
006452,华富中证5年恒定久期国开债指数C,指数型
006453,中加瑞利纯债债券A,债券型
006454,中加瑞利纯债债券C,债券型
006456,鹏华中短债3个月定开债券C,债券型
006457,平安估值优势混合A,混合型
006458,平安估值优势混合C,混合型
006459,人保鑫裕增强A,债券型
006460,人保鑫裕增强C,债券型
006464,浦银安盛普益纯债A,债券型
006465,浦银安盛普益纯债C,债券型
006466,浦银安盛双债增强债券A,债券型
006467,浦银安盛双债增强债券C,债券型
006468,嘉实稳联纯债债券,债券型
006470,工银目标收益一年定开A,债券型
006471,华润元大润鑫债券C,债券型
006473,招商中债1-5年进出口行A,指数型
006474,招商中债1-5年进出口行C,指数型
006475,国泰嘉睿纯债债券A,债券型
006476,南方原油C,QDII
006477,中邮沪港深精选混合A,混合型
006479,广发纳斯达克100ETF联接人民币(QDII)C,指数型
006480,广发纳斯达克100ETF联接美元(QDII)C,指数型
006481,海富通上清所短融债券A,指数型
006482,广发可转债债券A,债券型
006483,广发可转债债券C,债券型
006484,广发中债1-3年国开债指数A,指数型
006485,广发中债1-3年国开债指数C,指数型
006486,广发中证1000ETF联接A,指数型
006487,广发中证1000ETF联接C,指数型
006488,富荣富开1-3年国开债纯债A,债券型
006489,招商添裕纯债A,债券型
006490,招商添裕纯债C,债券型
006491,南方1-3年国开债A,指数型
006492,南方1-3年国开债C,指数型
006493,南方中债3-5年农发行债券指数A,指数型
006494,南方中债3-5年农发行债券指数C,指数型
006495,国联安增富一年定开债,债券型
006496,银华安盈短债债券A,债券型
006497,银华安盈短债债券C,债券型
006500,建信润利增强债券A,债券型
006501,建信润利增强债券C,债券型
006502,财通集成电路产业股票A,股票型
006503,财通集成电路产业股票C,股票型
006504,广发汇承定期开放债券,债券型
006505,永赢祥益债券A,债券型
006506,永赢祥益债券C,债券型
006507,前海开源裕泽(FOF),FOF
006508,国联安增裕一年定开债,债券型
006509,国联安增盈纯债A,债券型
006510,国联安增盈纯债C,债券型
006511,博道卓远混合A,混合型
006512,博道卓远混合C,混合型
006513,鹏扬淳享债券A,债券型
006514,鹏扬淳享债券C,债券型
006515,浙商汇金短债E,债券型
006516,浙商汇金短债A,债券型
006517,南方吉元短债A,债券型
006518,南方吉元短债C,债券型
006519,汇安短债债券A,债券型
006520,汇安短债债券C,债券型
006521,汇安短债债券E,债券型
006522,财通新兴蓝筹混合A,混合型
006523,财通新兴蓝筹混合C,混合型
006524,前海开源MSCI中国A股指数A,指数型
006525,前海开源MSCI中国A股指数C,指数型
006526,鹏华优选回报混合A,混合型
006527,富国优质发展混合A,混合型
006528,富国优质发展混合C,混合型
006529,中欧匠心两年持有期混合A,混合型
006530,中欧匠心两年持有期混合C,混合型
006531,华泰柏瑞量化驱动混合C,混合型
006532,华泰柏瑞量化阿尔法C,混合型
006533,易方达科融混合,混合型
006535,恒生前海恒锦裕利A,混合型
006536,恒生前海恒锦裕利C,混合型
006537,恒生前海港股通精选混合,混合型
006538,东海核心价值,混合型
006539,南方优选价值混合C,混合型
006540,南方绩优成长混合C,混合型
006541,南方成份精选混合C,混合型
006542,财通资管鸿利中短债债券A,债券型
006543,财通资管鸿利中短债债券C,债券型
006544,平安惠聚纯债债券,债券型
006545,兴银中短债A,债券型
006546,兴银中短债C,债券型
006547,红塔红土盛弘混合A,混合型
006548,红塔红土盛弘混合C,混合型
006549,国金惠盈纯债A,债券型
006551,中庚价值领航混合,混合型
006552,广发汇兴3个月定期开放债券A,债券型
006553,国投瑞银恒泽中短债债券C,债券型
006554,华安鼎益债券C,债券型
006555,浦银安盛全球智能科技(QDII)A,QDII
006556,海富通研究精选混合C,混合型
006557,海富通研究精选混合A,混合型
006558,永赢通益债券A,债券型
006559,永赢通益债券C,债券型
006562,中欧短债债券C,债券型
006564,圆信永丰精选回报混合,混合型
006565,光大尊泰定开债,债券型
006567,中泰星元灵活配置混合A,混合型
006568,国联安行业领先混合,混合型
006569,国联安中证医药100C,指数型
006570,中金金元A,债券型
006571,中金金元C,债券型
006572,宝盈盈泰纯债债券C,债券型
006573,人保行业轮动混合A,混合型
006574,人保行业轮动混合C,混合型
006575,华安养老目标2030三年持有混合发起式(FOF)A,FOF
006576,永赢诚益债券A,债券型
006577,永赢诚益债券C,债券型
006580,兴全安泰平衡养老三年持有(FOF)A,FOF
006581,建信优享稳健养老目标一年持有期混合(FOF)A,FOF
006582,博时富永3个月定开债,债券型
006585,南方宝元债券C,债券型
006586,南方安裕混合C,混合型
006587,南方优享分红混合C,混合型
006588,中加聚利纯债定开A,债券型
006589,中加聚利纯债定开C,债券型
006590,南方新优享灵活配置混合C,混合型
006591,广发景明中短债A,债券型
006592,广发景明中短债C,债券型
006593,博道中证500增强A,指数型
006594,博道中证500增强C,指数型
006595,广发港股通优质增长混合A,混合型
006596,国泰聚禾纯债债券,债券型
006597,国泰利享中短债债券A,债券型
006598,国泰利享中短债债券C,债券型
006599,国寿安保安丰纯债债券,债券型
006600,人保沪深300A,指数型
006601,国融融泰灵活配置混合A,混合型
006602,国融融泰灵活配置混合C,混合型
006603,嘉实互融精选股票A,股票型
006604,嘉实消费精选股票A,股票型
006605,嘉实消费精选股票C,股票型
006606,泓德裕丰中短债债券A,债券型
006607,泓德裕丰中短债债券C,债券型
006608,泓德研究优选混合,混合型
006609,申万菱信安泰瑞利中短债A,债券型
006611,人保中证500A,指数型
006612,银华信用精选一年定开债,债券型
006614,嘉实港股通新经济指数C,指数型
006615,工银战略新兴产业混合A,混合型
006616,工银战略新兴产业混合C,混合型
006617,工银瑞泽定开债券,债券型
006618,长江可转债债券A,债券型
006619,长江可转债债券C,债券型
006620,华夏养老2045(FOF)A,FOF
006621,华夏养老2045(FOF)C,FOF
006622,华夏养老2035(FOF)A,FOF
006623,华夏养老2035(FOF)C,FOF
006624,中泰玉衡价值优选混合A,混合型
006625,汇安嘉鑫纯债债券A,债券型
006626,山证资管超短债A,债券型
006627,山证资管超短债C,债券型
006629,招商鑫悦中短债A,债券型
006630,招商鑫悦中短债C,债券型
006631,鑫元臻利A,债券型
006632,鑫元臻利C,债券型
006633,博时中债1-3政金债指数A,指数型
006634,博时中债1-3政金债指数C,指数型
006635,永赢伟益债券A,债券型
006636,华富恒欣纯债债券A,债券型
006637,华富恒欣纯债债券C,债券型
006638,人保鑫盛纯债A,债券型
006639,人保鑫盛纯债C,债券型
006640,中金新元6个月定开债A,债券型
006641,中金新元6个月定开债C,债券型
006642,华泰保兴吉年利定开,混合型
006644,弘毅远方消费升级混合A,混合型
006645,银华安丰中短期政策性金融债债券A,债券型
006646,汇添富短债债券A,债券型
006647,汇添富短债债券C,债券型
006648,汇安多因子混合A,混合型
006649,汇安多因子混合C,混合型
006650,招商安庆债券,债券型
006652,富国金融地产行业混合A,混合型
006653,南方畅利定开债发起式,债券型
006654,华泰紫金季季享定开债券发起A,债券型
006655,华泰紫金季季享定开债券发起C,债券型
006656,方正富邦中证500ETF联接A,指数型
006657,方正富邦中证500ETF联接C,指数型
006660,永赢昌益债券A,债券型
006661,永赢昌益债券C,债券型
006662,易方达安悦超短债A,债券型
006663,易方达安悦超短债C,债券型
006664,易方达安悦超短债F,债券型
006665,华夏鼎康债券A,债券型
006666,华夏鼎康债券C,债券型
006667,南华瑞元定期开放债券,债券型
006668,华夏中短债债券A,债券型
006669,华夏中短债债券C,债券型
006670,广发景秀纯债A,债券型
006671,广发消费升级股票,股票型
006672,广发招财短债债券A,债券型
006673,广发招财短债债券C,债券型
006674,大成景旭纯债债券B,债券型
006675,宝盈品牌消费股票A,股票型
006676,宝盈品牌消费股票C,股票型
006677,中银稳汇短债债券A,债券型
006678,中银稳汇短债债券C,债券型
006679,广发道琼斯石油指数美元现汇A,指数型
006680,广发道琼斯石油指数美元现汇C,指数型
006681,景顺长城景泰聚利纯债,债券型
006682,景顺长城中证500指数增强A,指数型
006683,富国国有企业债债券D,债券型
006684,富国信用债债券D,债券型
006687,方正富邦深证100ETF联接A,指数型
006688,方正富邦深证100ETF联接C,指数型
006689,方正富邦信泓混合A,混合型
006692,金信消费升级股票A,股票型
006693,金信消费升级股票C,股票型
006695,新华鑫日享中短债C,债券型
006696,汇添富研究优选灵活配置混合,混合型
006697,华宝中证银行ETF联接C,指数型
006700,红土创新稳健混合A,混合型
006701,红土创新稳健混合C,混合型
006704,易方达MSCI中国A股联接A,指数型
006705,易方达MSCI中国A股联接C,指数型
006706,国联聚汇定期开放债券,债券型
006707,永赢宏益债券A,债券型
006708,永赢宏益债券C,债券型
006712,前海开源MSCI中国A股消费A,指数型
006713,前海开源MSCI中国A股消费C,指数型
006714,博时富源纯债债券A,债券型
006715,东方永泰纯债1年A,债券型
006716,东方永泰纯债1年C,债券型
006717,平安惠金定开债C,债券型
006718,国融融盛龙头严选混合A,混合型
006719,国融融盛龙头严选混合C,混合型
006720,平安核心优势混合A,混合型
006721,平安核心优势混合C,混合型
006724,工银深证红利ETF联接C,指数型
006725,国泰丰盈纯债债券A,债券型
006729,万家中证500指数增强A,指数型
006730,万家中证500指数增强C,指数型
006731,方正富邦富利纯债A,债券型
006732,方正富邦富利纯债C,债券型
006733,博时创业板ETF联接C,指数型
006734,国金惠鑫短债债券A,债券型
006735,国金惠鑫短债债券C,债券型
006736,国投瑞银先进制造混合,混合型
006738,工银瑞信添慧债券A,债券型
006739,工银瑞信添慧债券C,债券型
006740,工银尊利中短债债券A,债券型
006741,工银尊利中短债债券C,债券型
006742,南方臻元债券A,债券型
006743,国联央视财经50ETF联接A,指数型
006744,国联央视财经50ETF联接C,指数型
006745,交银中债1-3年农发债指数A,指数型
006746,交银中债1-3年农发债指数C,指数型
006747,东海祥利纯债,债券型
006748,富国中证价值ETF联接A,指数型
006750,富国德利纯债定开债,债券型
006751,富国互联科技股票A,股票型
006752,天弘港股通精选A,混合型
006753,天弘港股通精选C,混合型
006754,鑫元悦利定开债发起式,债券型
006756,国泰中证生物医药ETF联接A,指数型
006757,国泰中证生物医药ETF联接C,指数型
006758,农银汇理金禄债券,债券型
006759,银河乐活优萃混合A,混合型
006760,国金惠盈纯债C,债券型
006761,银河家盈债券A,债券型
006762,国泰聚享纯债债券A,债券型
006763,汇添富养老2030三年持有混合(FOF)A,FOF
006764,景顺长城景泰鑫利纯债A,债券型
006767,银河嘉裕债券,债券型
006768,华安沪港深优选混合,混合型
006769,长城研究精选混合A,混合型
006771,永赢合益债券,债券型
006772,汇添富丰润中短债A,债券型
006773,国寿安保尊荣中短债债券A,债券型
006774,国寿安保尊荣中短债债券C,债券型
006775,前海开源优质成长混合,混合型
006776,华夏鼎略债券A,债券型
006777,华夏鼎略债券C,债券型
006780,广发稳健策略混合A,混合型
006781,汇丰晋信港股通精选股票,股票型
006782,国泰信利三个月定开债,债券型
006785,东方量化多策略混合A,混合型
006786,泰康港股通大消费指数A,指数型
006787,泰康港股通大消费指数C,指数型
006789,中信保诚景丰A,债券型
006790,中信保诚景丰C,债券型
006791,建信睿兴纯债债券,债券型
006792,鹏华港美互联股票美元现汇,QDII
006793,交银稳鑫短债债券A,债券型
006794,交银稳鑫短债债券C,债券型
006795,国泰裕祥三个月定开债,债券型
006796,富国消费升级混合A,混合型
006797,嘉实中短债债券A,债券型
006798,嘉实中短债债券C,债券型
006799,财通资管鸿运中短债债券A,债券型
006800,财通资管鸿运中短债债券C,债券型
006801,前海联合科技先锋混合A,混合型
006802,前海联合科技先锋混合C,混合型
006803,嘉实互通精选股票,股票型
006804,富国短债债券型A,债券型
006805,富国短债债券型C,债券型
006806,西部利得添盈短债债券A,债券型
006807,西部利得添盈短债债券C,债券型
006808,西部利得添盈短债债券E,债券型
006809,泰康香港银行指数A,指数型
006810,泰康香港银行指数C,指数型
006811,大成景盈债券A,债券型
006812,大成惠福债券A,债券型
006813,博时汇悦回报混合,混合型
006824,创金合信鑫日享短债债券A,债券型
006825,创金合信鑫日享短债债券C,债券型
006826,华宝宝裕债券A,债券型
006827,中加瑞鑫纯债债券,债券型
006828,银河久泰债券A,债券型
006829,鹏扬利沣短债A,债券型
006830,鹏扬利沣短债C,债券型
006831,鹏扬利沣短债E,债券型
